model,locale,name,script,script_type,old_score,new_score,norm_score,comparability,delta
allenai/OLMo-2-1124-7B,hi,Hindi,Deva,abugida,0.2537,0.403,,direct,0.14930000000000004
allenai/OLMo-2-1124-7B,hnj,Hmong Njua,Hmnp,alphabet,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,hr,Croatian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,hsb,Upper Sorbian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ht,Haitian Creole,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,hu,Hungarian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,hy,Armenian,Armn,alphabet,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,ia,Interlingua,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,id,Indonesian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ie,Interlingue,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ig,Igbo,Latn,alphabet,0.9643,0.9714,,direct,0.007099999999999995
allenai/OLMo-2-1124-7B,ii,Sichuan Yi,Yiii,syllabary,0.0,0.2,,within_script_only,0.2
allenai/OLMo-2-1124-7B,io,Ido,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,is,Icelandic,Latn,alphabet,0.9906,0.9906,,direct,0.0
allenai/OLMo-2-1124-7B,it,Italian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,iu,Inuktitut,Cans,syllabary,0.0,0.2,,within_script_only,0.2
allenai/OLMo-2-1124-7B,ja,Japanese,Jpan,mixed_logographic,0.2026,0.3619,,within_script_only,0.1593
allenai/OLMo-2-1124-7B,jbo,Lojban,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,jgo,Ngomba,Latn,alphabet,0.6667,0.7333,,direct,0.06659999999999999
allenai/OLMo-2-1124-7B,jmc,Machame,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,jv,Javanese,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ka,Georgian,Geor,alphabet,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,kaa,Kara-Kalpak,Cyrl,alphabet,0.8049,0.8439,,direct,0.039000000000000035
allenai/OLMo-2-1124-7B,kab,Kabyle,Latn,alphabet,0.7353,0.7882,,direct,0.05290000000000006
allenai/OLMo-2-1124-7B,kaj,Jju,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,kam,Kamba,Latn,alphabet,0.9259,0.9407,,direct,0.014800000000000035
allenai/OLMo-2-1124-7B,kcg,Tyap,Latn,alphabet,0.96,0.968,,direct,0.008000000000000007
allenai/OLMo-2-1124-7B,kde,Makonde,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,kea,Kabuverdianu,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ken,Kenyang,Latn,alphabet,0.7805,0.8244,,direct,0.04390000000000005
allenai/OLMo-2-1124-7B,kgp,Kaingang,Latn,alphabet,0.8462,0.8769,,direct,0.03070000000000006
allenai/OLMo-2-1124-7B,khq,Koyra Chiini,Latn,alphabet,0.9062,0.925,,direct,0.01880000000000004
allenai/OLMo-2-1124-7B,ki,Kikuyu,Latn,alphabet,0.9,0.92,,direct,0.020000000000000018
allenai/OLMo-2-1124-7B,kk,Kazakh,Cyrl,alphabet,0.8095,0.8476,,direct,0.03810000000000002
allenai/OLMo-2-1124-7B,kkj,Kako,Latn,alphabet,0.8511,0.8809,,direct,0.02980000000000005
allenai/OLMo-2-1124-7B,kl,Kalaallisut,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,kln,Kalenjin,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,km,Khmer,Khmr,abugida,0.0278,0.2222,,direct,0.19440000000000002
allenai/OLMo-2-1124-7B,kn,Kannada,Knda,abugida,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,ko,Korean,Kore,featural_syllabary,0.0145,0.2114,0.2,within_script_only,0.1969
allenai/OLMo-2-1124-7B,kok,Konkani,Deva,abugida,0.2208,0.3766,,direct,0.1558
allenai/OLMo-2-1124-7B,kpe,Kpelle,Latn,alphabet,0.7586,0.8069,,direct,0.0482999999999999
allenai/OLMo-2-1124-7B,ks,Kashmiri,Arab,abjad,0.6674,0.7326,,direct,0.06520000000000004
allenai/OLMo-2-1124-7B,ksb,Shambala,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ksf,Bafia,Latn,alphabet,0.8824,0.9059,,direct,0.023500000000000076
allenai/OLMo-2-1124-7B,ksh,Colognian,Latn,alphabet,0.9722,0.9778,,direct,0.005600000000000049
allenai/OLMo-2-1124-7B,ku,Kurdish,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,kw,Cornish,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,kxv,Kuvi,Latn,alphabet,0.8182,0.8545,,direct,0.0363
allenai/OLMo-2-1124-7B,ky,Kyrgyz,Cyrl,alphabet,0.9032,0.9226,,direct,0.019399999999999973
allenai/OLMo-2-1124-7B,la,Latin,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,lag,Langi,Latn,alphabet,0.9394,0.9515,,direct,0.0121
allenai/OLMo-2-1124-7B,lb,Luxembourgish,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,lg,Ganda,Latn,alphabet,0.9583,0.9667,,direct,0.008399999999999963
allenai/OLMo-2-1124-7B,lij,Ligurian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,lkt,Lakota,Latn,alphabet,0.8667,0.8933,,direct,0.026599999999999957
allenai/OLMo-2-1124-7B,lld,lld,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,lmo,Lombard,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ln,Lingala,Latn,alphabet,0.8293,0.8634,,direct,0.03409999999999991
allenai/OLMo-2-1124-7B,lo,Lao,Laoo,abugida,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,lrc,Northern Luri,Arab,abjad,0.6977,0.7581,,direct,0.06040000000000001
allenai/OLMo-2-1124-7B,lt,Lithuanian,Latn,alphabet,0.9062,0.925,,direct,0.01880000000000004
allenai/OLMo-2-1124-7B,ltg,Latgalian,Latn,alphabet,0.8857,0.9086,,direct,0.02289999999999992
allenai/OLMo-2-1124-7B,lu,Luba-Katanga,Latn,alphabet,0.9474,0.9579,,direct,0.010499999999999954
allenai/OLMo-2-1124-7B,luo,Luo,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,luy,Luyia,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,lv,Latvian,Latn,alphabet,0.8788,0.903,,direct,0.0242
allenai/OLMo-2-1124-7B,mai,Maithili,Deva,abugida,0.3778,0.5022,,direct,0.12439999999999996
allenai/OLMo-2-1124-7B,mas,Masai,Latn,alphabet,0.8936,0.9149,,direct,0.021300000000000097
allenai/OLMo-2-1124-7B,mdf,Moksha,Cyrl,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,mer,Meru,Latn,alphabet,0.9286,0.9429,,direct,0.01429999999999998
allenai/OLMo-2-1124-7B,mfe,Morisyen,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,mg,Malagasy,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,mgh,Makhuwa-Meetto,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,mgo,Metaʼ,Latn,alphabet,0.9062,0.925,,direct,0.01880000000000004
allenai/OLMo-2-1124-7B,mhn,mhn,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,mi,Māori,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,mic,Mi'kmaw,Latn,alphabet,0.9091,0.9273,,direct,0.018199999999999994
allenai/OLMo-2-1124-7B,mk,Macedonian,Cyrl,alphabet,0.7742,0.8194,,direct,0.04520000000000002
allenai/OLMo-2-1124-7B,ml,Malayalam,Mlym,abugida,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,mn,Mongolian,Cyrl,alphabet,0.9429,0.9543,,direct,0.011400000000000077
allenai/OLMo-2-1124-7B,mni,Manipuri,Beng,abugida,0.1017,0.2814,,direct,0.17969999999999997
allenai/OLMo-2-1124-7B,moh,Mohawk,Latn,alphabet,0.9565,0.9652,,direct,0.00869999999999993
allenai/OLMo-2-1124-7B,mr,Marathi,Deva,abugida,0.2656,0.4125,,direct,0.14689999999999998
allenai/OLMo-2-1124-7B,ms,Malay,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,mt,Maltese,Latn,alphabet,0.9091,0.9273,,direct,0.018199999999999994
allenai/OLMo-2-1124-7B,mua,Mundang,Latn,alphabet,0.8182,0.8545,,direct,0.0363
allenai/OLMo-2-1124-7B,mus,Muscogee,Latn,alphabet,0.9524,0.9619,,direct,0.009499999999999953
allenai/OLMo-2-1124-7B,my,Burmese,Mymr,abugida,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,myv,Erzya,Cyrl,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,mzn,Mazanderani,Arab,abjad,0.7837,0.8256,,direct,0.04190000000000005
allenai/OLMo-2-1124-7B,naq,Nama,Latn,alphabet,0.871,0.8968,,direct,0.025800000000000045
allenai/OLMo-2-1124-7B,nd,North Ndebele,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,nds,Low German,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ne,Nepali,Deva,abugida,0.2537,0.403,,direct,0.14930000000000004
allenai/OLMo-2-1124-7B,nl,Dutch,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,nmg,Kwasio,Latn,alphabet,0.7719,0.8175,,direct,0.045599999999999974
allenai/OLMo-2-1124-7B,nnh,Ngiemboon,Latn,alphabet,0.7593,0.8074,,direct,0.04810000000000003
allenai/OLMo-2-1124-7B,no,Norwegian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,nqo,N’Ko,Nkoo,alphabet,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,nr,South Ndebele,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,nso,Northern Sotho,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,nus,Nuer,Latn,alphabet,0.8333,0.8667,,direct,0.033399999999999985
allenai/OLMo-2-1124-7B,nv,Navajo,Latn,alphabet,0.9355,0.9484,,direct,0.012900000000000023
allenai/OLMo-2-1124-7B,ny,Nyanja,Latn,alphabet,0.9583,0.9667,,direct,0.008399999999999963
allenai/OLMo-2-1124-7B,nyn,Nyankole,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,oc,Occitan,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,om,Oromo,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,or,Odia,Orya,abugida,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,os,Ossetic,Cyrl,alphabet,0.9706,0.9765,,direct,0.005900000000000016
allenai/OLMo-2-1124-7B,osa,Osage,Osge,alphabet,0.025,0.22,,direct,0.195
allenai/OLMo-2-1124-7B,pa,Punjabi,Guru,abugida,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,pap,Papiamento,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,pcm,Nigerian Pidgin,Latn,alphabet,0.9688,0.975,,direct,0.006199999999999983
allenai/OLMo-2-1124-7B,pis,Pijin,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,pl,Polish,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,prg,Prussian,Latn,alphabet,0.8718,0.8974,,direct,0.025599999999999956
allenai/OLMo-2-1124-7B,ps,Pashto,Arab,abjad,0.645,0.715,,direct,0.06999999999999995
allenai/OLMo-2-1124-7B,pt,Portuguese,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,qu,Quechua,Latn,alphabet,0.9412,0.9529,,direct,0.011699999999999933
allenai/OLMo-2-1124-7B,quc,Kʼicheʼ,Latn,alphabet,0.96,0.968,,direct,0.008000000000000007
allenai/OLMo-2-1124-7B,raj,Rajasthani,Deva,abugida,0.3469,0.4776,,direct,0.13070000000000004
allenai/OLMo-2-1124-7B,rhg,Rohingya,Rohg,abjad,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,rif,Riffian,Latn,alphabet,0.7742,0.8194,,direct,0.04520000000000002
allenai/OLMo-2-1124-7B,rm,Romansh,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,rn,Rundi,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ro,Romanian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,rof,Rombo,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ru,Russian,Cyrl,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,rw,Kinyarwanda,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,rwk,Rwa,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,sa,Sanskrit,Deva,abugida,0.2429,0.3943,,direct,0.15139999999999998
allenai/OLMo-2-1124-7B,sah,Yakut,Cyrl,alphabet,0.8077,0.8462,,direct,0.03849999999999998
allenai/OLMo-2-1124-7B,saq,Samburu,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,sat,Santali,Olck,alphabet,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,sbp,Sangu,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,sc,Sardinian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,scn,Sicilian,Latn,alphabet,0.9697,0.9758,,direct,0.006099999999999994
allenai/OLMo-2-1124-7B,sd,Sindhi,Arab,abjad,0.5904,0.6712,,direct,0.08079999999999998
allenai/OLMo-2-1124-7B,sdh,Southern Kurdish,Arab,abjad,0.6765,0.7412,,direct,0.06469999999999998
allenai/OLMo-2-1124-7B,se,Northern Sami,Latn,alphabet,0.931,0.9448,,direct,0.013799999999999923
allenai/OLMo-2-1124-7B,seh,Sena,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ses,Koyraboro Senni,Latn,alphabet,0.9062,0.925,,direct,0.01880000000000004
allenai/OLMo-2-1124-7B,sg,Sango,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,shi,Tachelhit,Tfng,alphabet,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,shn,Shan,Mymr,abugida,0.0217,0.2174,,direct,0.1957
allenai/OLMo-2-1124-7B,si,Sinhala,Sinh,abugida,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,sid,Sidamo,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,sk,Slovak,Latn,alphabet,0.8837,0.907,,direct,0.023299999999999987
allenai/OLMo-2-1124-7B,skr,skr,Arab,abjad,0.6061,0.6837,,direct,0.0776
allenai/OLMo-2-1124-7B,sl,Slovenian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,sma,Southern Sami,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,smj,Lule Sami,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,smn,Inari Sami,Latn,alphabet,0.9677,0.9742,,direct,0.00649999999999995
allenai/OLMo-2-1124-7B,sms,Skolt Sami,Latn,alphabet,0.8333,0.8667,,direct,0.033399999999999985
allenai/OLMo-2-1124-7B,sn,Shona,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,so,Somali,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,sq,Albanian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,sr,Serbian,Cyrl,alphabet,0.8,0.84,,direct,0.039999999999999925
allenai/OLMo-2-1124-7B,ss,Swati,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,ssy,Saho,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,st,Southern Sotho,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,su,Sundanese,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,sv,Swedish,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,sw,Swahili,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,syr,Syriac,Syrc,abjad,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,szl,Silesian,Latn,alphabet,0.9706,0.9765,,direct,0.005900000000000016
allenai/OLMo-2-1124-7B,ta,Tamil,Taml,abugida,0.0638,0.2511,,direct,0.1873
allenai/OLMo-2-1124-7B,te,Telugu,Telu,abugida,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,teo,Teso,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,tg,Tajik,Cyrl,alphabet,0.8286,0.8629,,direct,0.0343
allenai/OLMo-2-1124-7B,th,Thai,Thai,abugida,0.5616,0.6493,,direct,0.0877
allenai/OLMo-2-1124-7B,ti,Tigrinya,Ethi,syllabary,0.0,0.2,,within_script_only,0.2
allenai/OLMo-2-1124-7B,tig,Tigre,Ethi,syllabary,0.0,0.2,,within_script_only,0.2
allenai/OLMo-2-1124-7B,tk,Turkmen,Latn,alphabet,0.9667,0.9733,,direct,0.00660000000000005
allenai/OLMo-2-1124-7B,tn,Tswana,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,to,Tongan,Latn,alphabet,0.963,0.9704,,direct,0.007400000000000073
allenai/OLMo-2-1124-7B,tok,Toki Pona,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,tpi,Tok Pisin,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,tr,Turkish,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,trv,Taroko,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,trw,Torwali,Arab,abjad,0.6396,0.7104,,direct,0.07080000000000009
allenai/OLMo-2-1124-7B,ts,Tsonga,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,tt,Tatar,Cyrl,alphabet,0.8462,0.8769,,direct,0.03070000000000006
allenai/OLMo-2-1124-7B,twq,Tasawaq,Latn,alphabet,0.9062,0.925,,direct,0.01880000000000004
allenai/OLMo-2-1124-7B,tyv,Tuvinian,Cyrl,alphabet,0.9167,0.9333,,direct,0.01660000000000006
allenai/OLMo-2-1124-7B,tzm,Central Atlas Tamazight,Latn,alphabet,0.7419,0.7935,,direct,0.05159999999999998
allenai/OLMo-2-1124-7B,ug,Uyghur,Arab,abjad,0.6765,0.7412,,direct,0.06469999999999998
allenai/OLMo-2-1124-7B,uk,Ukrainian,Cyrl,alphabet,0.8824,0.9059,,direct,0.023500000000000076
allenai/OLMo-2-1124-7B,ur,Urdu,Arab,abjad,0.7816,0.8237,,direct,0.042100000000000026
allenai/OLMo-2-1124-7B,uz,Uzbek,Latn,alphabet,0.9259,0.9407,,direct,0.014800000000000035
allenai/OLMo-2-1124-7B,vai,Vai,Vaii,syllabary,0.0,0.2,,within_script_only,0.2
allenai/OLMo-2-1124-7B,ve,Venda,Latn,alphabet,0.8214,0.8571,,direct,0.035699999999999954
allenai/OLMo-2-1124-7B,vec,Venetian,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,vi,Vietnamese,Latn,alphabet,0.8281,0.8618,,direct,0.03370000000000006
allenai/OLMo-2-1124-7B,vmw,Makhuwa,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,vo,Volapük,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,vun,Vunjo,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,wa,Walloon,Latn,alphabet,0.9767,0.9814,,direct,0.0047000000000000375
allenai/OLMo-2-1124-7B,wae,Walser,Latn,alphabet,0.9744,0.9795,,direct,0.005099999999999993
allenai/OLMo-2-1124-7B,wal,Wolaytta,Ethi,syllabary,0.0,0.2,,within_script_only,0.2
allenai/OLMo-2-1124-7B,wbp,Warlpiri,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,wo,Wolof,Latn,alphabet,0.9655,0.9724,,direct,0.006900000000000017
allenai/OLMo-2-1124-7B,xh,Xhosa,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,xnr,Kangri,Deva,abugida,0.2727,0.4182,,direct,0.14550000000000002
allenai/OLMo-2-1124-7B,xog,Soga,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,yav,Yangben,Latn,alphabet,0.8723,0.8979,,direct,0.025600000000000067
allenai/OLMo-2-1124-7B,yi,Yiddish,Hebr,abjad,0.4118,0.5294,,direct,0.11759999999999998
allenai/OLMo-2-1124-7B,yo,Yoruba,Latn,alphabet,0.875,0.9,,direct,0.025000000000000022
allenai/OLMo-2-1124-7B,yrl,Nheengatu,Latn,alphabet,0.8571,0.8857,,direct,0.02860000000000007
allenai/OLMo-2-1124-7B,yue,Cantonese,Hant,logographic,0.1495,0.3194,,within_script_only,0.16990000000000002
allenai/OLMo-2-1124-7B,za,Zhuang,Latn,alphabet,1.0,1.0,,direct,0.0
allenai/OLMo-2-1124-7B,zgh,Standard Moroccan Tamazight,Tfng,alphabet,0.0,0.2,,direct,0.2
allenai/OLMo-2-1124-7B,zh,Chinese,Hans,logographic,0.2448,0.3953,,within_script_only,0.1505
allenai/OLMo-2-1124-7B,zu,Zulu,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,aa,Afar,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,ab,Abkhazian,Cyrl,alphabet,0.7,0.76,,direct,0.06000000000000005
bigscience/bloom,af,Afrikaans,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,agq,Aghem,Latn,alphabet,0.9808,0.9846,,direct,0.0038000000000000256
bigscience/bloom,ak,Akan,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,am,Amharic,Ethi,syllabary,0.0035,0.2028,,within_script_only,0.1993
bigscience/bloom,an,Aragonese,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,ann,Obolo,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,apc,apc,Arab,abjad,1.0,1.0,,direct,0.0
bigscience/bloom,ar,Arabic,Arab,abjad,1.0,1.0,,direct,0.0
bigscience/bloom,arn,Mapuche,Latn,alphabet,0.96,0.968,,direct,0.008000000000000007
bigscience/bloom,as,Assamese,Beng,abugida,0.9898,0.9898,,direct,0.0
bigscience/bloom,asa,Asu,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,ast,Asturian,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,az,Azerbaijani,Latn,alphabet,0.9909,0.9909,,direct,0.0
bigscience/bloom,ba,Bashkir,Cyrl,alphabet,0.881,0.9048,,direct,0.023800000000000043
bigscience/bloom,bal,Baluchi,Arab,abjad,0.9394,0.9515,,direct,0.0121
bigscience/bloom,bas,Basaa,Latn,alphabet,0.9629,0.9694,,direct,0.006500000000000061
bigscience/bloom,be,Belarusian,Cyrl,alphabet,0.9688,0.975,,direct,0.006199999999999983
bigscience/bloom,bem,Bemba,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,bew,Betawi,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,bez,Bena,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,bg,Bulgarian,Cyrl,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,bgc,Haryanvi,Deva,abugida,1.0,1.0,,direct,0.0
bigscience/bloom,bgn,Western Balochi,Arab,abjad,0.9459,0.9568,,direct,0.01090000000000002
bigscience/bloom,bho,Bhojpuri,Deva,abugida,1.0,1.0,,direct,0.0
bigscience/bloom,blo,Anii,Latn,alphabet,0.9592,0.9673,,direct,0.008099999999999996
bigscience/bloom,blt,Tai Dam,Tavt,abugida,0.0,0.2,,direct,0.2
bigscience/bloom,bm,Bambara,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,bn,Bangla,Beng,abugida,0.8735,0.8971,,direct,0.023599999999999954
bigscience/bloom,bo,Tibetan,Tibt,abugida,0.0805,0.2644,,direct,0.1839
bigscience/bloom,br,Breton,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,brx,Bodo,Deva,abugida,1.0,1.0,,direct,0.0
bigscience/bloom,bs,Bosnian,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,bss,Akoose,Latn,alphabet,0.9808,0.9846,,direct,0.0038000000000000256
bigscience/bloom,byn,Blin,Ethi,syllabary,0.0035,0.2028,,within_script_only,0.1993
bigscience/bloom,ca,Catalan,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,cad,Caddo,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,cch,Atsam,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,ccp,Chakma,Cakm,abugida,0.0,0.2,,direct,0.2
bigscience/bloom,ce,Chechen,Cyrl,alphabet,0.9706,0.9765,,direct,0.005900000000000016
bigscience/bloom,ceb,Cebuano,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,cgg,Chiga,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,cho,Choctaw,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,chr,Cherokee,Cher,syllabary,0.0,0.2,,within_script_only,0.2
bigscience/bloom,cic,Chickasaw,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,ckb,Central Kurdish,Arab,abjad,0.8485,0.8788,,direct,0.030299999999999994
bigscience/bloom,co,Corsican,Latn,alphabet,1.0,1.0,,direct,0.0
bigscience/bloom,cop,Coptic,Copt,alphabet,0.25,0.4,,direct,0.15000000000000002
bigscience/bloom,cs,Czech,Latn,alphabet,0.9756,0.9805,,direct,0.0049000000000000155
bigscience/bloom,csw,Swampy Cree,Cans,syllabary,0.0,0.2,,within_script_only,0.2
