model,locale,name,script,script_type,old_score,new_score,norm_score,comparability,delta
01-ai/Yi-34B,aa,Afar,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ab,Abkhazian,Cyrl,alphabet,0.72,0.72,,direct,0.0
01-ai/Yi-34B,af,Afrikaans,Latn,alphabet,0.9568,0.9568,,direct,0.0
01-ai/Yi-34B,agq,Aghem,Latn,alphabet,0.7077,0.7077,,direct,0.0
01-ai/Yi-34B,ak,Akan,Latn,alphabet,0.9273,0.9273,,direct,0.0
01-ai/Yi-34B,am,Amharic,Ethi,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,an,Aragonese,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ann,Obolo,Latn,alphabet,0.7949,0.7949,,direct,0.0
01-ai/Yi-34B,apc,apc,Arab,abjad,0.4133,0.4133,,direct,0.0
01-ai/Yi-34B,ar,Arabic,Arab,abjad,0.4133,0.4133,,direct,0.0
01-ai/Yi-34B,arn,Mapuche,Latn,alphabet,0.904,0.904,,direct,0.0
01-ai/Yi-34B,as,Assamese,Beng,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,asa,Asu,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ast,Asturian,Latn,alphabet,0.95,0.95,,direct,0.0
01-ai/Yi-34B,az,Azerbaijani,Latn,alphabet,0.9758,0.9758,,direct,0.0
01-ai/Yi-34B,ba,Bashkir,Cyrl,alphabet,0.8095,0.8095,,direct,0.0
01-ai/Yi-34B,bal,Baluchi,Arab,abjad,0.4909,0.4909,,direct,0.0
01-ai/Yi-34B,bas,Basaa,Latn,alphabet,0.7161,0.7161,,direct,0.0
01-ai/Yi-34B,be,Belarusian,Cyrl,alphabet,0.95,0.95,,direct,0.0
01-ai/Yi-34B,bem,Bemba,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,bew,Betawi,Latn,alphabet,0.9724,0.9724,,direct,0.0
01-ai/Yi-34B,bez,Bena,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,bg,Bulgarian,Cyrl,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,bgc,Haryanvi,Deva,abugida,0.2414,0.2414,,direct,0.0
01-ai/Yi-34B,bgn,Western Balochi,Arab,abjad,0.4378,0.4378,,direct,0.0
01-ai/Yi-34B,bho,Bhojpuri,Deva,abugida,0.25,0.25,,direct,0.0
01-ai/Yi-34B,blo,Anii,Latn,alphabet,0.7061,0.7061,,direct,0.0
01-ai/Yi-34B,blt,Tai Dam,Tavt,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,bm,Bambara,Latn,alphabet,0.8815,0.8815,,direct,0.0
01-ai/Yi-34B,bn,Bangla,Beng,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,bo,Tibetan,Tibt,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,br,Breton,Latn,alphabet,0.9448,0.9448,,direct,0.0
01-ai/Yi-34B,brx,Bodo,Deva,abugida,0.2393,0.2393,,direct,0.0
01-ai/Yi-34B,bs,Bosnian,Latn,alphabet,0.9704,0.9704,,direct,0.0
01-ai/Yi-34B,bss,Akoose,Latn,alphabet,0.7538,0.7538,,direct,0.0
01-ai/Yi-34B,byn,Blin,Ethi,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,ca,Catalan,Latn,alphabet,0.9784,0.9784,,direct,0.0
01-ai/Yi-34B,cad,Caddo,Latn,alphabet,0.84,0.84,,direct,0.0
01-ai/Yi-34B,cch,Atsam,Latn,alphabet,0.8857,0.8857,,direct,0.0
01-ai/Yi-34B,ccp,Chakma,Cakm,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,ce,Chechen,Cyrl,alphabet,0.9529,0.9529,,direct,0.0
01-ai/Yi-34B,ceb,Cebuano,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,cgg,Chiga,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,cho,Choctaw,Latn,alphabet,0.9238,0.9238,,direct,0.0
01-ai/Yi-34B,chr,Cherokee,Cher,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,cic,Chickasaw,Latn,alphabet,0.9158,0.9158,,direct,0.0
01-ai/Yi-34B,ckb,Central Kurdish,Arab,abjad,0.4909,0.4909,,direct,0.0
01-ai/Yi-34B,co,Corsican,Latn,alphabet,0.9172,0.9172,,direct,0.0
01-ai/Yi-34B,cop,Coptic,Copt,alphabet,0.2,0.2,,direct,0.0
01-ai/Yi-34B,cs,Czech,Latn,alphabet,0.922,0.922,,direct,0.0
01-ai/Yi-34B,csw,Swampy Cree,Cans,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,cu,Church Slavic,Cyrl,alphabet,0.5444,0.5444,,direct,0.0
01-ai/Yi-34B,cv,Chuvash,Cyrl,alphabet,0.8919,0.8919,,direct,0.0
01-ai/Yi-34B,cy,Welsh,Latn,alphabet,0.8041,0.8041,,direct,0.0
01-ai/Yi-34B,da,Danish,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,dav,Taita,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,de,German,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,dje,Zarma,Latn,alphabet,0.925,0.925,,direct,0.0
01-ai/Yi-34B,doi,Dogri,Deva,abugida,0.2343,0.2343,,direct,0.0
01-ai/Yi-34B,dsb,Lower Sorbian,Latn,alphabet,0.9351,0.9351,,direct,0.0
01-ai/Yi-34B,dua,Duala,Latn,alphabet,0.8545,0.8545,,direct,0.0
01-ai/Yi-34B,dv,Divehi,Thaa,abjad,0.2,0.2,,direct,0.0
01-ai/Yi-34B,dyo,Jola-Fonyi,Latn,alphabet,0.975,0.975,,direct,0.0
01-ai/Yi-34B,dz,Dzongkha,Tibt,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,ebu,Embu,Latn,alphabet,0.9429,0.9429,,direct,0.0
01-ai/Yi-34B,ee,Ewe,Latn,alphabet,0.7333,0.7333,,direct,0.0
01-ai/Yi-34B,el,Greek,Grek,alphabet,0.6444,0.6444,,direct,0.0
01-ai/Yi-34B,en,English,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,eo,Esperanto,Latn,alphabet,0.8286,0.8286,,direct,0.0
01-ai/Yi-34B,es,Spanish,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,et,Estonian,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,eu,Basque,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ewo,Ewondo,Latn,alphabet,0.7231,0.7231,,direct,0.0
01-ai/Yi-34B,fa,Persian,Arab,abjad,0.4233,0.4233,,direct,0.0
01-ai/Yi-34B,ff,Fula,Latn,alphabet,0.8815,0.8815,,direct,0.0
01-ai/Yi-34B,fi,Finnish,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,fil,Filipino,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,fo,Faroese,Latn,alphabet,0.9724,0.9724,,direct,0.0
01-ai/Yi-34B,fr,French,Latn,alphabet,0.9238,0.9238,,direct,0.0
01-ai/Yi-34B,frr,Northern Frisian,Latn,alphabet,0.9714,0.9714,,direct,0.0
01-ai/Yi-34B,fur,Friulian,Latn,alphabet,0.8919,0.8919,,direct,0.0
01-ai/Yi-34B,fy,Western Frisian,Latn,alphabet,0.9619,0.9619,,direct,0.0
01-ai/Yi-34B,ga,Irish,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,gaa,Ga,Latn,alphabet,0.9077,0.9077,,direct,0.0
01-ai/Yi-34B,gd,Scottish Gaelic,Latn,alphabet,0.8957,0.8957,,direct,0.0
01-ai/Yi-34B,gez,Geez,Ethi,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,gl,Galician,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,gn,Guarani,Latn,alphabet,0.84,0.84,,direct,0.0
01-ai/Yi-34B,gsw,Swiss German,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,gu,Gujarati,Gujr,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,guz,Gusii,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,gv,Manx,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ha,Hausa,Latn,alphabet,0.8519,0.8519,,direct,0.0
01-ai/Yi-34B,haw,Hawaiian,Latn,alphabet,0.9556,0.9556,,direct,0.0
01-ai/Yi-34B,he,Hebrew,Hebr,abjad,0.2296,0.2296,,direct,0.0
01-ai/Yi-34B,hi,Hindi,Deva,abugida,0.2358,0.2358,,direct,0.0
01-ai/Yi-34B,hnj,Hmong Njua,Hmnp,alphabet,0.2,0.2,,direct,0.0
01-ai/Yi-34B,hr,Croatian,Latn,alphabet,0.9704,0.9704,,direct,0.0
01-ai/Yi-34B,hsb,Upper Sorbian,Latn,alphabet,0.9556,0.9556,,direct,0.0
01-ai/Yi-34B,ht,Haitian Creole,Latn,alphabet,0.9692,0.9692,,direct,0.0
01-ai/Yi-34B,hu,Hungarian,Latn,alphabet,0.975,0.975,,direct,0.0
01-ai/Yi-34B,hy,Armenian,Armn,alphabet,0.2,0.2,,direct,0.0
01-ai/Yi-34B,ia,Interlingua,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,id,Indonesian,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ie,Interlingue,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ig,Igbo,Latn,alphabet,0.8857,0.8857,,direct,0.0
01-ai/Yi-34B,ii,Sichuan Yi,Yiii,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,io,Ido,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,is,Icelandic,Latn,alphabet,0.95,0.95,,direct,0.0
01-ai/Yi-34B,it,Italian,Latn,alphabet,0.925,0.925,,direct,0.0
01-ai/Yi-34B,iu,Inuktitut,Cans,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,ja,Japanese,Jpan,mixed_logographic,0.7809,0.7809,,within_script_only,0.0
01-ai/Yi-34B,jbo,Lojban,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,jgo,Ngomba,Latn,alphabet,0.6444,0.6444,,direct,0.0
01-ai/Yi-34B,jmc,Machame,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,jv,Javanese,Latn,alphabet,0.9172,0.9172,,direct,0.0
01-ai/Yi-34B,ka,Georgian,Geor,alphabet,0.2,0.2,,direct,0.0
01-ai/Yi-34B,kaa,Kara-Kalpak,Cyrl,alphabet,0.8244,0.8244,,direct,0.0
01-ai/Yi-34B,kab,Kabyle,Latn,alphabet,0.7882,0.7882,,direct,0.0
01-ai/Yi-34B,kaj,Jju,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,kam,Kamba,Latn,alphabet,0.9407,0.9407,,direct,0.0
01-ai/Yi-34B,kcg,Tyap,Latn,alphabet,0.968,0.968,,direct,0.0
01-ai/Yi-34B,kde,Makonde,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,kea,Kabuverdianu,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ken,Kenyang,Latn,alphabet,0.7463,0.7463,,direct,0.0
01-ai/Yi-34B,kgp,Kaingang,Latn,alphabet,0.8769,0.8769,,direct,0.0
01-ai/Yi-34B,khq,Koyra Chiini,Latn,alphabet,0.925,0.925,,direct,0.0
01-ai/Yi-34B,ki,Kikuyu,Latn,alphabet,0.92,0.92,,direct,0.0
01-ai/Yi-34B,kk,Kazakh,Cyrl,alphabet,0.8286,0.8286,,direct,0.0
01-ai/Yi-34B,kkj,Kako,Latn,alphabet,0.7617,0.7617,,direct,0.0
01-ai/Yi-34B,kl,Kalaallisut,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,kln,Kalenjin,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,km,Khmer,Khmr,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,kn,Kannada,Knda,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,ko,Korean,Kore,featural_syllabary,0.2018,0.2018,0.2,within_script_only,0.0
01-ai/Yi-34B,kok,Konkani,Deva,abugida,0.2312,0.2312,,direct,0.0
01-ai/Yi-34B,kpe,Kpelle,Latn,alphabet,0.8069,0.8069,,direct,0.0
01-ai/Yi-34B,ks,Kashmiri,Arab,abjad,0.3913,0.3913,,direct,0.0
01-ai/Yi-34B,ksb,Shambala,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ksf,Bafia,Latn,alphabet,0.8824,0.8824,,direct,0.0
01-ai/Yi-34B,ksh,Colognian,Latn,alphabet,0.9556,0.9556,,direct,0.0
01-ai/Yi-34B,ku,Kurdish,Latn,alphabet,0.9484,0.9484,,direct,0.0
01-ai/Yi-34B,kw,Cornish,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,kxv,Kuvi,Latn,alphabet,0.8545,0.8545,,direct,0.0
01-ai/Yi-34B,ky,Kyrgyz,Cyrl,alphabet,0.8968,0.8968,,direct,0.0
01-ai/Yi-34B,la,Latin,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,lag,Langi,Latn,alphabet,0.9515,0.9515,,direct,0.0
01-ai/Yi-34B,lb,Luxembourgish,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,lg,Ganda,Latn,alphabet,0.9667,0.9667,,direct,0.0
01-ai/Yi-34B,lij,Ligurian,Latn,alphabet,0.913,0.913,,direct,0.0
01-ai/Yi-34B,lkt,Lakota,Latn,alphabet,0.8933,0.8933,,direct,0.0
01-ai/Yi-34B,lld,lld,Latn,alphabet,0.9805,0.9805,,direct,0.0
01-ai/Yi-34B,lmo,Lombard,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ln,Lingala,Latn,alphabet,0.8244,0.8244,,direct,0.0
01-ai/Yi-34B,lo,Lao,Laoo,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,lrc,Northern Luri,Arab,abjad,0.4047,0.4047,,direct,0.0
01-ai/Yi-34B,lt,Lithuanian,Latn,alphabet,0.925,0.925,,direct,0.0
01-ai/Yi-34B,ltg,Latgalian,Latn,alphabet,0.9086,0.9086,,direct,0.0
01-ai/Yi-34B,lu,Luba-Katanga,Latn,alphabet,0.8526,0.8526,,direct,0.0
01-ai/Yi-34B,luo,Luo,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,luy,Luyia,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,lv,Latvian,Latn,alphabet,0.903,0.903,,direct,0.0
01-ai/Yi-34B,mai,Maithili,Deva,abugida,0.2533,0.2533,,direct,0.0
01-ai/Yi-34B,mas,Masai,Latn,alphabet,0.8128,0.8128,,direct,0.0
01-ai/Yi-34B,mdf,Moksha,Cyrl,alphabet,0.9758,0.9758,,direct,0.0
01-ai/Yi-34B,mer,Meru,Latn,alphabet,0.9429,0.9429,,direct,0.0
01-ai/Yi-34B,mfe,Morisyen,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,mg,Malagasy,Latn,alphabet,0.95,0.95,,direct,0.0
01-ai/Yi-34B,mgh,Makhuwa-Meetto,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,mgo,Metaʼ,Latn,alphabet,0.825,0.825,,direct,0.0
01-ai/Yi-34B,mhn,mhn,Latn,alphabet,0.9351,0.9351,,direct,0.0
01-ai/Yi-34B,mi,Māori,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,mic,Mi'kmaw,Latn,alphabet,0.9273,0.9273,,direct,0.0
01-ai/Yi-34B,mk,Macedonian,Cyrl,alphabet,0.8194,0.8194,,direct,0.0
01-ai/Yi-34B,ml,Malayalam,Mlym,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,mn,Mongolian,Cyrl,alphabet,0.9314,0.9314,,direct,0.0
01-ai/Yi-34B,mni,Manipuri,Beng,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,moh,Mohawk,Latn,alphabet,0.8957,0.8957,,direct,0.0
01-ai/Yi-34B,mr,Marathi,Deva,abugida,0.2375,0.2375,,direct,0.0
01-ai/Yi-34B,ms,Malay,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,mt,Maltese,Latn,alphabet,0.8545,0.8545,,direct,0.0
01-ai/Yi-34B,mua,Mundang,Latn,alphabet,0.8545,0.8545,,direct,0.0
01-ai/Yi-34B,mus,Muscogee,Latn,alphabet,0.9619,0.9619,,direct,0.0
01-ai/Yi-34B,my,Burmese,Mymr,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,myv,Erzya,Cyrl,alphabet,0.9758,0.9758,,direct,0.0
01-ai/Yi-34B,mzn,Mazanderani,Arab,abjad,0.4233,0.4233,,direct,0.0
01-ai/Yi-34B,naq,Nama,Latn,alphabet,0.8452,0.8452,,direct,0.0
01-ai/Yi-34B,nd,North Ndebele,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,nds,Low German,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ne,Nepali,Deva,abugida,0.2358,0.2358,,direct,0.0
01-ai/Yi-34B,nl,Dutch,Latn,alphabet,0.9784,0.9784,,direct,0.0
01-ai/Yi-34B,nmg,Kwasio,Latn,alphabet,0.7614,0.7614,,direct,0.0
01-ai/Yi-34B,nnh,Ngiemboon,Latn,alphabet,0.7037,0.7037,,direct,0.0
01-ai/Yi-34B,no,Norwegian,Latn,alphabet,0.9765,0.9765,,direct,0.0
01-ai/Yi-34B,nqo,N’Ko,Nkoo,alphabet,0.2,0.2,,direct,0.0
01-ai/Yi-34B,nr,South Ndebele,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,nso,Northern Sotho,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,nus,Nuer,Latn,alphabet,0.8667,0.8667,,direct,0.0
01-ai/Yi-34B,nv,Navajo,Latn,alphabet,0.9226,0.9226,,direct,0.0
01-ai/Yi-34B,ny,Nyanja,Latn,alphabet,0.9667,0.9667,,direct,0.0
01-ai/Yi-34B,nyn,Nyankole,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,oc,Occitan,Latn,alphabet,0.9784,0.9784,,direct,0.0
01-ai/Yi-34B,om,Oromo,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,or,Odia,Orya,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,os,Ossetic,Cyrl,alphabet,0.9529,0.9529,,direct,0.0
01-ai/Yi-34B,osa,Osage,Osge,alphabet,0.2,0.2,,direct,0.0
01-ai/Yi-34B,pa,Punjabi,Guru,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,pap,Papiamento,Latn,alphabet,0.9484,0.9484,,direct,0.0
01-ai/Yi-34B,pcm,Nigerian Pidgin,Latn,alphabet,0.925,0.925,,direct,0.0
01-ai/Yi-34B,pis,Pijin,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,pl,Polish,Latn,alphabet,0.95,0.95,,direct,0.0
01-ai/Yi-34B,prg,Prussian,Latn,alphabet,0.8769,0.8769,,direct,0.0
01-ai/Yi-34B,ps,Pashto,Arab,abjad,0.3733,0.3733,,direct,0.0
01-ai/Yi-34B,pt,Portuguese,Latn,alphabet,0.9795,0.9795,,direct,0.0
01-ai/Yi-34B,qu,Quechua,Latn,alphabet,0.9529,0.9529,,direct,0.0
01-ai/Yi-34B,quc,Kʼicheʼ,Latn,alphabet,0.968,0.968,,direct,0.0
01-ai/Yi-34B,raj,Rajasthani,Deva,abugida,0.249,0.249,,direct,0.0
01-ai/Yi-34B,rhg,Rohingya,Rohg,abjad,0.2,0.2,,direct,0.0
01-ai/Yi-34B,rif,Riffian,Latn,alphabet,0.8194,0.8194,,direct,0.0
01-ai/Yi-34B,rm,Romansh,Latn,alphabet,0.925,0.925,,direct,0.0
01-ai/Yi-34B,rn,Rundi,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ro,Romanian,Latn,alphabet,0.8968,0.8968,,direct,0.0
01-ai/Yi-34B,rof,Rombo,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ru,Russian,Cyrl,alphabet,0.9758,0.9758,,direct,0.0
01-ai/Yi-34B,rw,Kinyarwanda,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,rwk,Rwa,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,sa,Sanskrit,Deva,abugida,0.2343,0.2343,,direct,0.0
01-ai/Yi-34B,sah,Yakut,Cyrl,alphabet,0.8462,0.8462,,direct,0.0
01-ai/Yi-34B,saq,Samburu,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,sat,Santali,Olck,alphabet,0.2,0.2,,direct,0.0
01-ai/Yi-34B,sbp,Sangu,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,sc,Sardinian,Latn,alphabet,0.9077,0.9077,,direct,0.0
01-ai/Yi-34B,scn,Sicilian,Latn,alphabet,0.8545,0.8545,,direct,0.0
01-ai/Yi-34B,sd,Sindhi,Arab,abjad,0.3846,0.3846,,direct,0.0
01-ai/Yi-34B,sdh,Southern Kurdish,Arab,abjad,0.4588,0.4588,,direct,0.0
01-ai/Yi-34B,se,Northern Sami,Latn,alphabet,0.9172,0.9172,,direct,0.0
01-ai/Yi-34B,seh,Sena,Latn,alphabet,0.9795,0.9795,,direct,0.0
01-ai/Yi-34B,ses,Koyraboro Senni,Latn,alphabet,0.925,0.925,,direct,0.0
01-ai/Yi-34B,sg,Sango,Latn,alphabet,0.9294,0.9294,,direct,0.0
01-ai/Yi-34B,shi,Tachelhit,Tfng,alphabet,0.2,0.2,,direct,0.0
01-ai/Yi-34B,shn,Shan,Mymr,abugida,0.2174,0.2174,,direct,0.0
01-ai/Yi-34B,si,Sinhala,Sinh,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,sid,Sidamo,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,sk,Slovak,Latn,alphabet,0.8884,0.8884,,direct,0.0
01-ai/Yi-34B,skr,skr,Arab,abjad,0.3796,0.3796,,direct,0.0
01-ai/Yi-34B,sl,Slovenian,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,sma,Southern Sami,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,smj,Lule Sami,Latn,alphabet,0.9667,0.9667,,direct,0.0
01-ai/Yi-34B,smn,Inari Sami,Latn,alphabet,0.9484,0.9484,,direct,0.0
01-ai/Yi-34B,sms,Skolt Sami,Latn,alphabet,0.8444,0.8444,,direct,0.0
01-ai/Yi-34B,sn,Shona,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,so,Somali,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,sq,Albanian,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,sr,Serbian,Cyrl,alphabet,0.84,0.84,,direct,0.0
01-ai/Yi-34B,ss,Swati,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,ssy,Saho,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,st,Southern Sotho,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,su,Sundanese,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,sv,Swedish,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,sw,Swahili,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,syr,Syriac,Syrc,abjad,0.2,0.2,,direct,0.0
01-ai/Yi-34B,szl,Silesian,Latn,alphabet,0.9294,0.9294,,direct,0.0
01-ai/Yi-34B,ta,Tamil,Taml,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,te,Telugu,Telu,abugida,0.2,0.2,,direct,0.0
01-ai/Yi-34B,teo,Teso,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,tg,Tajik,Cyrl,alphabet,0.84,0.84,,direct,0.0
01-ai/Yi-34B,th,Thai,Thai,abugida,0.2329,0.2329,,direct,0.0
01-ai/Yi-34B,ti,Tigrinya,Ethi,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,tig,Tigre,Ethi,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,tk,Turkmen,Latn,alphabet,0.9733,0.9733,,direct,0.0
01-ai/Yi-34B,tn,Tswana,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,to,Tongan,Latn,alphabet,0.9704,0.9704,,direct,0.0
01-ai/Yi-34B,tok,Toki Pona,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,tpi,Tok Pisin,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,tr,Turkish,Latn,alphabet,0.9733,0.9733,,direct,0.0
01-ai/Yi-34B,trv,Taroko,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,trw,Torwali,Arab,abjad,0.3833,0.3833,,direct,0.0
01-ai/Yi-34B,ts,Tsonga,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,tt,Tatar,Cyrl,alphabet,0.8564,0.8564,,direct,0.0
01-ai/Yi-34B,twq,Tasawaq,Latn,alphabet,0.925,0.925,,direct,0.0
01-ai/Yi-34B,tyv,Tuvinian,Cyrl,alphabet,0.9111,0.9111,,direct,0.0
01-ai/Yi-34B,tzm,Central Atlas Tamazight,Latn,alphabet,0.7935,0.7935,,direct,0.0
01-ai/Yi-34B,ug,Uyghur,Arab,abjad,0.4824,0.4824,,direct,0.0
01-ai/Yi-34B,uk,Ukrainian,Cyrl,alphabet,0.9059,0.9059,,direct,0.0
01-ai/Yi-34B,ur,Urdu,Arab,abjad,0.4316,0.4316,,direct,0.0
01-ai/Yi-34B,uz,Uzbek,Latn,alphabet,0.9407,0.9407,,direct,0.0
01-ai/Yi-34B,vai,Vai,Vaii,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,ve,Venda,Latn,alphabet,0.8571,0.8571,,direct,0.0
01-ai/Yi-34B,vec,Venetian,Latn,alphabet,0.9172,0.9172,,direct,0.0
01-ai/Yi-34B,vi,Vietnamese,Latn,alphabet,0.5146,0.5146,,direct,0.0
01-ai/Yi-34B,vmw,Makhuwa,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,vo,Volapük,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,vun,Vunjo,Latn,alphabet,1.0,1.0,,direct,0.0
01-ai/Yi-34B,wa,Walloon,Latn,alphabet,0.9256,0.9256,,direct,0.0
01-ai/Yi-34B,wae,Walser,Latn,alphabet,0.9795,0.9795,,direct,0.0
01-ai/Yi-34B,wal,Wolaytta,Ethi,syllabary,0.2,0.2,,within_script_only,0.0
01-ai/Yi-34B,wbp,Warlpiri,Latn,alphabet,1.0,1.0,,direct,0.0
